Total Nacional;Comunidades y Ciudades Autónomas;Superficie útil de la vivienda;Tamaño del hogar;periodo;Total
Total Nacional;Cantabria;Menos de 46 m2;Total;2013;5,8
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2020;4,6
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2019;3,8
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2018;4,9
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2017;3,7
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2016;1,5
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2015;2,2
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2014;3,4
Total Nacional;Cantabria;Menos de 46 m2;1 persona;2013;4,1
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2020;1,5
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2019;1,5
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2018;1,6
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2017;1,4
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2016;1,2
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2015;0,9
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2014;1,9
Total Nacional;Cantabria;Menos de 46 m2;2 personas;2013;1,2
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2020;1,2
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2019;1,3
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2018;0,3
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2017;..
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2016;0,4
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2015;..
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2014;0,6
Total Nacional;Cantabria;Menos de 46 m2;3 personas;2013;0,4
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2020;0,4
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2019;0,4
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2018;0,3
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2017;..
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2016;0,7
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2015;0,2
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2014;..
Total Nacional;Cantabria;Menos de 46 m2;4 personas;2013;0,2
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2020;0,4
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2019;..
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2018;0,2
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2017;..
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2016;..
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2015;..
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2014;..
Total Nacional;Cantabria;Menos de 46 m2;5 personas;2013;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2020;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2019;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2018;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2017;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2016;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2015;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2014;..
Total Nacional;Cantabria;Menos de 46 m2;6 personas;2013;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2020;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2019;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2018;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2017;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2016;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2015;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2014;..
Total Nacional;Cantabria;Menos de 46 m2;7 personas;2013;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2020;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2019;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2018;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2017;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2016;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2015;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2014;..
Total Nacional;Cantabria;Menos de 46 m2;8 personas o más;2013;..
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2020;72,7
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2019;76,6
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2018;75,1
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2017;86,2
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2016;86,4
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2015;79,0
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2014;81,6
Total Nacional;Cantabria;Entre 46 y 75 m2;Total;2013;79,5
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2020;29,7
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2019;25,8
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2018;24,2
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2017;28,6
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2016;30,3
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2015;26,6
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2014;28,3
Total Nacional;Cantabria;Entre 46 y 75 m2;1 persona;2013;27,7
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2020;22,5
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2019;25,5
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2018;26,6
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2017;26,5
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2016;25,6
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2015;24,0
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2014;25,2
Total Nacional;Cantabria;Entre 46 y 75 m2;2 personas;2013;25,1
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2020;12,5
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2019;13,9
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2018;14,9
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2017;17,8
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2016;17,0
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2015;16,3
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2014;15,9
Total Nacional;Cantabria;Entre 46 y 75 m2;3 personas;2013;16,8
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2020;5,5
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2019;9,9
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2018;6,6
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2017;10,7
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2016;9,9
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2015;9,5
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2014;10,6
Total Nacional;Cantabria;Entre 46 y 75 m2;4 personas;2013;8,1
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2020;2,4
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2019;1,2
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2018;2,1
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2017;2,4
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2016;3,1
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2015;1,4
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2014;0,8
Total Nacional;Cantabria;Entre 46 y 75 m2;5 personas;2013;1,7
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2020;..
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2019;0,3
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2018;0,7
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2017;0,2
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2016;0,5
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2015;1,0
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2014;0,8
Total Nacional;Cantabria;Entre 46 y 75 m2;6 personas;2013;..
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2020;0,1
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2019;..
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2018;..
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2017;0,1
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2016;0,1
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2015;0,1
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2014;..
Total Nacional;Cantabria;Entre 46 y 75 m2;7 personas;2013;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2020;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2019;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2018;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2017;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2016;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2015;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2014;..
Total Nacional;Cantabria;Entre 46 y 75 m2;8 personas o más;2013;..
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2020;85,4
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2019;94,5
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2018;88,8
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2017;88,9
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2016;86,1
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2015;90,5
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2014;92,5
Total Nacional;Cantabria;Entre 76 y 105 m2;Total;2013;84,5
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2020;20,6
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2019;26,1
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2018;23,6
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2017;21,4
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2016;20,3
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2015;25,3
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2014;22,7
Total Nacional;Cantabria;Entre 76 y 105 m2;1 persona;2013;22,0
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2020;28,2
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2019;28,5
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2018;26,2
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2017;28,6
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2016;27,1
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2015;27,3
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2014;30,1
Total Nacional;Cantabria;Entre 76 y 105 m2;2 personas;2013;24,0
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2020;19,1
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2019;20,6
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2018;20,4
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2017;20,9
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2016;21,4
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2015;17,8
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2014;21,4
Total Nacional;Cantabria;Entre 76 y 105 m2;3 personas;2013;18,9
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2020;14,8
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2019;15,2
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2018;15,0
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2017;14,3
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2016;13,4
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2015;15,9
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2014;14,0
Total Nacional;Cantabria;Entre 76 y 105 m2;4 personas;2013;15,7
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2020;2,2
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2019;3,5
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2018;2,8
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2017;2,9
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2016;2,1
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2015;3,4
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2014;2,9
Total Nacional;Cantabria;Entre 76 y 105 m2;5 personas;2013;3,1
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2020;0,4
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2019;0,6
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2018;0,3
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2017;0,9
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2016;1,7
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2015;0,7
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2014;1,3
Total Nacional;Cantabria;Entre 76 y 105 m2;6 personas;2013;0,5
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2020;..
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2019;0,1
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2018;0,1
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2017;0,1
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2016;0,1
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2015;0,1
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2014;..
Total Nacional;Cantabria;Entre 76 y 105 m2;7 personas;2013;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2020;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2019;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2018;0,4
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2017;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2016;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2015;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2014;..
Total Nacional;Cantabria;Entre 76 y 105 m2;8 personas o más;2013;0,3
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2020;38,9
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2019;36,2
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2018;39,0
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2017;35,0
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2016;36,4
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2015;41,7
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2014;34,6
Total Nacional;Cantabria;Entre 106 y 150 m2;Total;2013;38,1
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2020;8,0
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2019;7,8
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2018;8,8
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2017;8,4
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2016;8,5
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2015;6,8
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2014;5,7
Total Nacional;Cantabria;Entre 106 y 150 m2;1 persona;2013;5,6
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2020;12,8
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2019;9,8
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2018;12,3
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2017;10,8
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2016;11,9
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2015;15,0
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2014;8,4
Total Nacional;Cantabria;Entre 106 y 150 m2;2 personas;2013;11,2
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2020;8,8
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2019;9,8
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2018;8,7
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2017;6,6
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2016;7,6
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2015;10,5
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2014;9,7
Total Nacional;Cantabria;Entre 106 y 150 m2;3 personas;2013;10,1
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2020;7,7
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2019;6,6
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2018;7,5
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2017;7,2
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2016;6,2
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2015;7,2
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2014;7,7
Total Nacional;Cantabria;Entre 106 y 150 m2;4 personas;2013;7,7
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2020;1,4
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2019;1,6
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2018;1,5
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2017;1,5
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2016;1,8
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2015;1,6
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2014;3,1
Total Nacional;Cantabria;Entre 106 y 150 m2;5 personas;2013;2,2
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2020;..
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2019;0,5
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2018;0,2
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2017;0,6
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2016;0,2
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2015;0,5
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2014;0,2
Total Nacional;Cantabria;Entre 106 y 150 m2;6 personas;2013;1,2
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2020;0,1
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2019;0,1
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2018;..
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2017;..
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2016;..
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2015;0,1
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2014;..
Total Nacional;Cantabria;Entre 106 y 150 m2;7 personas;2013;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2020;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2019;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2018;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2017;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2016;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2015;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2014;..
Total Nacional;Cantabria;Entre 106 y 150 m2;8 personas o más;2013;..
Total Nacional;Cantabria;Más de 150 m2;Total;2020;37,9
Total Nacional;Cantabria;Más de 150 m2;Total;2019;27,4
Total Nacional;Cantabria;Más de 150 m2;Total;2018;30,1
Total Nacional;Cantabria;Más de 150 m2;Total;2017;24,4
Total Nacional;Cantabria;Más de 150 m2;Total;2016;26,3
Total Nacional;Cantabria;Más de 150 m2;Total;2015;24,7
Total Nacional;Cantabria;Más de 150 m2;Total;2014;24,9
Total Nacional;Cantabria;Más de 150 m2;Total;2013;29,9
Total Nacional;Cantabria;Más de 150 m2;1 persona;2020;6,7
Total Nacional;Cantabria;Más de 150 m2;1 persona;2019;4,6
Total Nacional;Cantabria;Más de 150 m2;1 persona;2018;5,5
Total Nacional;Cantabria;Más de 150 m2;1 persona;2017;4,2
Total Nacional;Cantabria;Más de 150 m2;1 persona;2016;4,9
Total Nacional;Cantabria;Más de 150 m2;1 persona;2015;4,3
Total Nacional;Cantabria;Más de 150 m2;1 persona;2014;5,0
Total Nacional;Cantabria;Más de 150 m2;1 persona;2013;3,6
Total Nacional;Cantabria;Más de 150 m2;2 personas;2020;9,8
Total Nacional;Cantabria;Más de 150 m2;2 personas;2019;9,0
Total Nacional;Cantabria;Más de 150 m2;2 personas;2018;7,3
Total Nacional;Cantabria;Más de 150 m2;2 personas;2017;6,3
Total Nacional;Cantabria;Más de 150 m2;2 personas;2016;7,3
Total Nacional;Cantabria;Más de 150 m2;2 personas;2015;5,8
Total Nacional;Cantabria;Más de 150 m2;2 personas;2014;7,1
Total Nacional;Cantabria;Más de 150 m2;2 personas;2013;10,1
Total Nacional;Cantabria;Más de 150 m2;3 personas;2020;9,0
Total Nacional;Cantabria;Más de 150 m2;3 personas;2019;5,3
Total Nacional;Cantabria;Más de 150 m2;3 personas;2018;6,7
Total Nacional;Cantabria;Más de 150 m2;3 personas;2017;6,0
Total Nacional;Cantabria;Más de 150 m2;3 personas;2016;5,0
Total Nacional;Cantabria;Más de 150 m2;3 personas;2015;7,0
Total Nacional;Cantabria;Más de 150 m2;3 personas;2014;4,2
Total Nacional;Cantabria;Más de 150 m2;3 personas;2013;5,8
Total Nacional;Cantabria;Más de 150 m2;4 personas;2020;9,0
Total Nacional;Cantabria;Más de 150 m2;4 personas;2019;5,8
Total Nacional;Cantabria;Más de 150 m2;4 personas;2018;8,3
Total Nacional;Cantabria;Más de 150 m2;4 personas;2017;5,9
Total Nacional;Cantabria;Más de 150 m2;4 personas;2016;7,9
Total Nacional;Cantabria;Más de 150 m2;4 personas;2015;5,5
Total Nacional;Cantabria;Más de 150 m2;4 personas;2014;6,2
Total Nacional;Cantabria;Más de 150 m2;4 personas;2013;7,5
