Tipo de jornada,Comunidades y Ciudades Autónomas,Decil,Periodo,Total
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2014,1513.87
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2013,1518.71
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2012,1492.16
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2011,1477.37
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2010,1477.24
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2009,1446.89
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2008,1418.45
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2007,1346.16
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",5,2006,1268.74
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2023,2061.81
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2022,1908.73
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2021,1862.62
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2020,1825.66
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2019,1791.33
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2018,1778.19
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2017,1715.04
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2016,1707.1
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2015,1715.81
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2014,1714.95
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2013,1703.13
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2012,1692.49
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2011,1674.08
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2010,1671.98
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2009,1645.29
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2008,1582.45
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2007,1491.37
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",6,2006,1417.0
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2023,2348.88
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2022,2206.27
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2021,2146.03
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2020,2117.46
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2019,2062.31
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2018,1999.92
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2017,1965.69
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2016,1974.16
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2015,1975.92
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2014,1987.03
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2013,1977.73
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2012,1926.6
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2011,1919.4
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2010,1937.22
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2009,1877.14
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2008,1803.99
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2007,1706.82
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",7,2006,1630.68
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2023,2783.23
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2022,2583.27
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2021,2553.79
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2020,2557.44
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2019,2436.82
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2018,2414.66
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2017,2358.31
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2016,2354.58
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2015,2385.1
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2014,2410.81
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2013,2357.54
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2012,2317.26
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2011,2268.64
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2010,2312.95
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2009,2249.06
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2008,2146.25
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2007,2037.28
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",8,2006,1955.06
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2023,3473.56
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2022,3177.99
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2021,3136.09
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2020,3141.11
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2019,3038.17
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2018,3061.05
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2017,2970.81
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2016,2966.85
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2015,2950.84
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2014,2937.23
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2013,2931.04
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2012,2856.65
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2011,2836.93
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2010,2844.53
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2009,2752.78
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2008,2684.88
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2007,2608.98
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",9,2006,2440.32
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2023,5055.31
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2022,4595.93
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2021,4914.73
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2020,4854.96
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2019,4543.18
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2018,4374.76
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2017,4300.98
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2016,4401.0
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2015,4453.33
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2014,4530.58
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2013,4293.39
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2012,4462.91
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2011,4363.26
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2010,4513.4
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2009,4220.51
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2008,4004.91
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2007,3777.4
Jornada a tiempo completo,"15 Navarra, Comunidad Foral de",10,2006,3661.7
Jornada a tiempo completo,16 País Vasco,Total decil,2023,2944.4
Jornada a tiempo completo,16 País Vasco,Total decil,2022,2805.17
Jornada a tiempo completo,16 País Vasco,Total decil,2021,2743.26
Jornada a tiempo completo,16 País Vasco,Total decil,2020,2564.27
Jornada a tiempo completo,16 País Vasco,Total decil,2019,2626.86
Jornada a tiempo completo,16 País Vasco,Total decil,2018,2537.4
Jornada a tiempo completo,16 País Vasco,Total decil,2017,2526.48
Jornada a tiempo completo,16 País Vasco,Total decil,2016,2545.88
Jornada a tiempo completo,16 País Vasco,Total decil,2015,2580.71
Jornada a tiempo completo,16 País Vasco,Total decil,2014,2453.96
Jornada a tiempo completo,16 País Vasco,Total decil,2013,2455.21
Jornada a tiempo completo,16 País Vasco,Total decil,2012,2414.46
Jornada a tiempo completo,16 País Vasco,Total decil,2011,2383.46
Jornada a tiempo completo,16 País Vasco,Total decil,2010,2329.25
Jornada a tiempo completo,16 País Vasco,Total decil,2009,2339.58
Jornada a tiempo completo,16 País Vasco,Total decil,2008,2365.74
Jornada a tiempo completo,16 País Vasco,Total decil,2007,2154.56
Jornada a tiempo completo,16 País Vasco,Total decil,2006,2098.35
Jornada a tiempo completo,16 País Vasco,1,2023,896.42
Jornada a tiempo completo,16 País Vasco,1,2022,873.79
Jornada a tiempo completo,16 País Vasco,1,2021,779.44
Jornada a tiempo completo,16 País Vasco,1,2020,759.96
Jornada a tiempo completo,16 País Vasco,1,2019,755.82
Jornada a tiempo completo,16 País Vasco,1,2018,689.58
Jornada a tiempo completo,16 País Vasco,1,2017,655.03
Jornada a tiempo completo,16 País Vasco,1,2016,647.02
Jornada a tiempo completo,16 País Vasco,1,2015,630.77
Jornada a tiempo completo,16 País Vasco,1,2014,509.84
Jornada a tiempo completo,16 País Vasco,1,2013,545.74
Jornada a tiempo completo,16 País Vasco,1,2012,593.04
Jornada a tiempo completo,16 País Vasco,1,2011,632.14
Jornada a tiempo completo,16 País Vasco,1,2010,663.25
Jornada a tiempo completo,16 País Vasco,1,2009,612.88
Jornada a tiempo completo,16 País Vasco,1,2008,683.32
Jornada a tiempo completo,16 País Vasco,1,2007,628.94
Jornada a tiempo completo,16 País Vasco,1,2006,605.18
Jornada a tiempo completo,16 País Vasco,2,2023,1221.78
Jornada a tiempo completo,16 País Vasco,2,2022,1139.86
Jornada a tiempo completo,16 País Vasco,2,2021,1063.34
Jornada a tiempo completo,16 País Vasco,2,2020,1029.12
Jornada a tiempo completo,16 País Vasco,2,2019,1033.72
Jornada a tiempo completo,16 País Vasco,2,2018,908.26
Jornada a tiempo completo,16 País Vasco,2,2017,866.33
Jornada a tiempo completo,16 País Vasco,2,2016,866.48
Jornada a tiempo completo,16 País Vasco,2,2015,854.14
Jornada a tiempo completo,16 País Vasco,2,2014,829.39
Jornada a tiempo completo,16 País Vasco,2,2013,866.69
Jornada a tiempo completo,16 País Vasco,2,2012,883.0
Jornada a tiempo completo,16 País Vasco,2,2011,869.25
Jornada a tiempo completo,16 País Vasco,2,2010,914.9
Jornada a tiempo completo,16 País Vasco,2,2009,870.89
Jornada a tiempo completo,16 País Vasco,2,2008,906.45
Jornada a tiempo completo,16 País Vasco,2,2007,867.28
Jornada a tiempo completo,16 País Vasco,2,2006,826.17
Jornada a tiempo completo,16 País Vasco,3,2023,1427.74
Jornada a tiempo completo,16 País Vasco,3,2022,1337.77
Jornada a tiempo completo,16 País Vasco,3,2021,1263.31
Jornada a tiempo completo,16 País Vasco,3,2020,1238.1
Jornada a tiempo completo,16 País Vasco,3,2019,1221.94
Jornada a tiempo completo,16 País Vasco,3,2018,1157.14
Jornada a tiempo completo,16 País Vasco,3,2017,1126.62
Jornada a tiempo completo,16 País Vasco,3,2016,1137.97
Jornada a tiempo completo,16 País Vasco,3,2015,1104.88
Jornada a tiempo completo,16 País Vasco,3,2014,1117.34
Jornada a tiempo completo,16 País Vasco,3,2013,1110.94
Jornada a tiempo completo,16 País Vasco,3,2012,1126.96
Jornada a tiempo completo,16 País Vasco,3,2011,1109.43
Jornada a tiempo completo,16 País Vasco,3,2010,1146.51
Jornada a tiempo completo,16 País Vasco,3,2009,1120.41
Jornada a tiempo completo,16 País Vasco,3,2008,1113.43
Jornada a tiempo completo,16 País Vasco,3,2007,1069.2
Jornada a tiempo completo,16 País Vasco,3,2006,1015.82
Jornada a tiempo completo,16 País Vasco,4,2023,1650.8
Jornada a tiempo completo,16 País Vasco,4,2022,1531.06
Jornada a tiempo completo,16 País Vasco,4,2021,1458.2
Jornada a tiempo completo,16 País Vasco,4,2020,1434.93
Jornada a tiempo completo,16 País Vasco,4,2019,1424.14
Jornada a tiempo completo,16 País Vasco,4,2018,1358.05
Jornada a tiempo completo,16 País Vasco,4,2017,1318.88
Jornada a tiempo completo,16 País Vasco,4,2016,1327.11
Jornada a tiempo completo,16 País Vasco,4,2015,1321.27
Jornada a tiempo completo,16 País Vasco,4,2014,1328.91
Jornada a tiempo completo,16 País Vasco,4,2013,1323.03
Jornada a tiempo completo,16 País Vasco,4,2012,1326.21
Jornada a tiempo completo,16 País Vasco,4,2011,1317.18
Jornada a tiempo completo,16 País Vasco,4,2010,1319.0
Jornada a tiempo completo,16 País Vasco,4,2009,1294.07
Jornada a tiempo completo,16 País Vasco,4,2008,1273.03
Jornada a tiempo completo,16 País Vasco,4,2007,1209.45
Jornada a tiempo completo,16 País Vasco,4,2006,1143.07
Jornada a tiempo completo,16 País Vasco,5,2023,1842.39
Jornada a tiempo completo,16 País Vasco,5,2022,1719.04
Jornada a tiempo completo,16 País Vasco,5,2021,1643.99
Jornada a tiempo completo,16 País Vasco,5,2020,1612.52
Jornada a tiempo completo,16 País Vasco,5,2019,1603.83
Jornada a tiempo completo,16 País Vasco,5,2018,1557.32
Jornada a tiempo completo,16 País Vasco,5,2017,1503.43
Jornada a tiempo completo,16 País Vasco,5,2016,1506.99
Jornada a tiempo completo,16 País Vasco,5,2015,1506.37
Jornada a tiempo completo,16 País Vasco,5,2014,1504.42
Jornada a tiempo completo,16 País Vasco,5,2013,1517.33
Jornada a tiempo completo,16 País Vasco,5,2012,1494.54
Jornada a tiempo completo,16 País Vasco,5,2011,1490.4
Jornada a tiempo completo,16 País Vasco,5,2010,1485.0
Jornada a tiempo completo,16 País Vasco,5,2009,1443.07
Jornada a tiempo completo,16 País Vasco,5,2008,1407.23
Jornada a tiempo completo,16 País Vasco,5,2007,1331.21
Jornada a tiempo completo,16 País Vasco,5,2006,1269.62
Jornada a tiempo completo,16 País Vasco,6,2023,2059.59
Jornada a tiempo completo,16 País Vasco,6,2022,1917.58
Jornada a tiempo completo,16 País Vasco,6,2021,1875.9
Jornada a tiempo completo,16 País Vasco,6,2020,1824.18
